primer,4,5,6,7,8,9,total
ApA,0.0032502356005466716,0.0031163284072052064,0.03026121250365345,0.10365779769809022,0.1306444677127208,0.03689995356259229,0.538191194477526
ApC,0.0018523166594169643,0.006876243704373303,0.022104443163122687,0.09581907357945753,0.13934473437518197,0.012176530059268663,0.5346721582417308
ApG,0.0009867406941434689,0.0019820918026422353,0.026970074283644473,0.11121946059600857,0.04274656201255036,0.017739554733846197,0.3247970517552597
ApU,0.0025269084731114264,0.0060269057543790305,0.022722176241825598,0.10510415410967504,0.1225614264848927,0.03612909553240356,0.5391481864570773
CpA,0.0004235855952236605,0.001604324309719702,0.03444229331882483,0.0340430254972516,0.01217224451467994,1.3133622052820647e-05,0.12396550141052647
CpC,0.0008264185227080709,0.0019748051301667125,0.03372525386108185,0.04558956902359301,0.021503418149939158,1.3133622052820647e-05,0.13647986833446998
CpG,0.00024280309698418548,0.00372777146934411,0.02730075371835461,0.02645646503776684,0.008754132302769715,0.0016892417856191541,0.09059544276244358
CpU,0.0010880805682690032,0.0016340006649840967,0.036014973488595906,0.023623982159466032,0.015633021711997406,0.0036175925550695426,0.1193712050163821
GpA,0.0010253378078680345,0.005025080198017931,0.070454542542789,0.13617721239526204,0.1327562371776529,0.0383347726547493,0.48535046533420967
GpC,0.0005858371518191452,0.0018275557524217033,0.07366818503345197,0.09178588814736077,0.11376176381268104,0.017838201590788548,0.18826119824732424
GpG,0.0019613264830901085,0.0034160358690348285,0.19467669687813755,0.13384901931072815,0.05609619646927421,0.03758348844671425,0.4269198786911367
GpU,0.0010797352411411865,0.009025525223868302,0.024362999569030153,0.1471203628024532,0.18804600870603955,0.04086070726056593,0.7021192771646789
UpA,0.002755216376400955,0.044445185607709124,0.34677298452854144,0.29591367548202385,0.13514958949363853,0.01893603529699165,1.662540724764567
UpC,0.0018191544474229866,0.00831197008224261,0.07830029472001972,0.11895645463248711,0.046509646066617526,0.0034112459573268496,0.39666539264961626
UpG,0.0025745700175659873,0.025590046169615632,0.03661030357948945,0.017045867268932112,0.019253735583444093,0.0038244257991472824,0.12008869646960935
UpU,0.0023677909562044466,0.015376272571253178,0.08265306540569411,0.1214244978975012,0.03794375675989991,0.0032725926384899987,0.4838145341061609
